	Tweet	Username	Date	Hashtags	Likes	Retweets	Replies	Url	Score
QUERY	joe biden won elections
19	Remember Joe Biden is not the President elect. The Electoral College has the final say and they don't have to vote with the MSM.	Samuel Williams	Mon Dec 07 17:35:31 +0000 2020	[]	26	8	0	https://twitter.com/i/web/status/1336001407107870723	0.0	0.3265059015637848
QUERY	donald trump is the president
0	@realDonaldTrump Donald Trump has failed this nation as a president and as a human being. 	Nathan Max	Mon Dec 07 22:15:10 +0000 2020	[]	73	9	0	https://twitter.com/i/web/status/1336071782952914944	0.0	0.45591197076841494
1	“We will never surrender. “ -President Donald J. Trump	ArmyBratt ⭐️⭐️⭐️Parler: ArmyBratt68	Sun Dec 06 13:56:00 +0000 2020	[]	1011	289	16	https://twitter.com/i/web/status/1335583774852206593	0.0	0.43332503878671375
2	US election results 2020: Joe Biden defeats Donald Trump to win presidency 	Guardian news	Mon Dec 07 17:21:32 +0000 2020	[]	89	16	29	https://twitter.com/i/web/status/1335997887386443779	2.0	0.40052164749805386
3	'it just takes ONE brave state' -President Donald J Trump.	Trumpster	Mon Dec 07 22:58:07 +0000 2020	[]	59	15	1	https://twitter.com/i/web/status/1336082590311313408	2.0	0.4003373984251939
4	'WE WON GEORGIA - You know we won,' says President Donald Trump during a rally in Valdosta, GA. https://t.co/VlT7z8drtO https://t.co/Szc0hFJkYk	Newsmax	Sun Dec 06 00:35:09 +0000 2020	[]	12182	2195	295	https://twitter.com/i/web/status/1335382234862325761	0.0	0.3901401220752782
5	No president has attempted to pardon himself while in office, so if President Donald Trump tries to do so in the next six weeks, he will be venturing into legally untested territory without clear guidance from the Constitution or from judges.​ https://t.co/tWLdPxJdF0	ABC30 Fresno	Mon Dec 07 23:20:18 +0000 2020	[]	2	1	0	https://twitter.com/i/web/status/1336088172590223360	0.0	0.3896073914139879
6	No president has attempted to pardon himself while in office, so if President Donald Trump tries to do so in the next six weeks, he will be venturing into legally untested territory without clear guidance from the Constitution or from judges.​ https://t.co/q97Ztt0MOq	ABC 7 Chicago	Mon Dec 07 23:10:27 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336085693353889798	0.0	0.3896073914139879
7	Donald Trump is my president.  And I’m feeling mighty protective of my president and my country right about now.  #StopTheSteal #SaveTheRepublic @JennaEllisEsq @RudyGiuliani #SaveAmerica #MAGA #KAG2020 🇺🇸 https://t.co/UBB2BS1UyY	#1776 Donald Trump 🇺🇸	Mon Dec 07 02:29:22 +0000 2020	['StopTheSteal', 'SaveTheRepublic', 'SaveAmerica', 'MAGA', 'KAG2020']	104	38	1	https://twitter.com/i/web/status/1335773363709472768	1.0	0.3863142256012415
8	I'm Corupt, Donald Trump. Ex PRESIDENT OF AMERICA 🇺🇸. 	Senad.kelly@gmail.com	Mon Dec 07 23:25:47 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336089551337639937	2.0	0.37227847043093304
9	“No one will trust our our election system ever again if we don’t fix it this time.”  President Donald Trump should keep fighting to ensure the #2020Election was fair and free, says Rep-elect @LaurenBoebert. https://t.co/JPq1snrAtf	The Epoch Times	Mon Dec 07 21:10:01 +0000 2020	['2020Election']	634	140	26	https://twitter.com/i/web/status/1336055386932195330	0.0	0.36168225978518725
10	"@realDonaldTrump ""We don’t have freedom of the press in this country — we have suppression by the press."" - President Donald Trump"	Kenny	Thu Dec 03 02:05:08 +0000 2020	[]	653	99	33	https://twitter.com/i/web/status/1334317716241575937	0.0	0.3557592094656927
11	"@realDonaldTrump ""We don’t have freedom of the press in this country — we have suppression by the press."" - President Donald Trump"	Kenny	Mon Dec 07 02:32:51 +0000 2020	[]	319	57	39	https://twitter.com/i/web/status/1335774241137045505	0.0	0.3557592094656927
12	Keep Praying American Patriots!! I stand with My President Donald Trump who WON a Landslide election!! Now go and take YOUR Win @realDonaldTrump God is in control! Get on your knees and pray that we will see that God is in control of this election and our country! https://t.co/a8Urxw0b7g	💥🇺🇸🇺🇸Beth MAGA Girl	Sun Dec 06 06:12:38 +0000 2020	[]	40	28	5	https://twitter.com/i/web/status/1335467163281477632	2.0	0.34414969394082906
13	"@tedcruz ""We don’t have freedom of the press in this country — we have suppression by the press."" - President Donald Trump"	Kenny	Mon Dec 07 21:13:43 +0000 2020	[]	516	65	15	https://twitter.com/i/web/status/1336056317123956737	2.0	0.3383021814852209
14	@JFKLibrary @TMB3000 President Donald J Trump	Christian DEEB	Sat Dec 05 16:52:43 +0000 2020	[]	43	5	5	https://twitter.com/i/web/status/1335265859795873793	2.0	0.33374048773128
15	"President Donald J. Trump: “you'll see a lot of big things happening over the next couple of days."""	President - Elect ePearce4Q 🇦🇺🇺🇸🇨🇦	Mon Dec 07 22:56:13 +0000 2020	[]	18	5	1	https://twitter.com/i/web/status/1336082111657172993	2.0	0.32949913810524323
16	Donald Trump is the greatest President in HISTORY.  He not only has arrested more child traffickers than any other President but has also brought PEACE TO THE WORLD.	Reed Cooper🇺🇸	Sun Dec 06 10:25:29 +0000 2020	[]	2125	835	23	https://twitter.com/i/web/status/1335530795180634114	2.0	0.32889589313707
17	SLEEPY JOE Is Caught Stealing Directly From President Donald Trump.	Bryan Doyle	Mon Dec 07 23:27:43 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336090038526857217	0.0	0.32741889940721636
18	@realDonaldTrump The President of the USA, Donald Trump, refuses to accept he lost both Georgia &amp; the entire 2020 presidential election. What's wrong with this guy? What is he hiding? Why is he so DESPERATE to stay in the White House?	MURRAY🧢🇺🇸	Mon Dec 07 17:28:27 +0000 2020	[]	4909	167	220	https://twitter.com/i/web/status/1335999625350811657	0.0	0.32416154340236214
19	🤗💗🙏💯 CITIZEN HELPING OUR PRESIDENT DONALD J.TRUMP 🙏 KEEPIN AMERICA 🇺🇸 GREAT 👍	IOWA PATRIOT MAGA USN VET. OLD DOG 🐕 OLD FOOL 😏	Mon Dec 07 22:38:59 +0000 2020	[]	6	2	0	https://twitter.com/i/web/status/1336077777502674949	0.0	0.32328358324573614
QUERY	elections are a fraud
0	"@jaketapper ""I won the election"" ""Actually, I won"" ""Fraud!"" ""There was fraud! Big fraud!"" ""I won"" "	Carl Allen	Mon Dec 07 23:21:05 +0000 2020	[]	2	2	0	https://twitter.com/i/web/status/1336088371853221893	0.0	0.46818365915099314
1	ELECTION IN GEORGIA IS NOW PROVEN TO BE A FRAUD.	Rudy W. Giuliani	Thu Dec 03 22:09:12 +0000 2020	[]	192874	54120	10294	https://twitter.com/i/web/status/1334620731045507073	0.0	0.437593491467276
2	The only fraud in the 2020 election is Donald J. Trump.	(((DeanObeidallah)))	Mon Dec 07 16:27:25 +0000 2020	[]	367	60	7	https://twitter.com/i/web/status/1335984266346369025	2.0	0.41622938292359585
3	This 2020 election was the biggest joke ever! Fraud! Fraud! Fraud!	🇺🇸 ✝️ RICK (VOTER FRAUD IS REAL!) ✝️ 🇺🇸	Mon Dec 07 23:13:14 +0000 2020	[]	10	2	0	https://twitter.com/i/web/status/1336086393588748289	0.0	0.4125845903977208
4	Their no election fraud claims have all been debunked.	hANdsOme seaN	Mon Dec 07 22:09:35 +0000 2020	[]	60	10	2	https://twitter.com/i/web/status/1336070377663987714	1.0	0.41067653436005264
5	VOTER FRAUD @realDonaldTrump won the 2020 election Treason	Jess 🇺🇸	Mon Dec 07 21:29:51 +0000 2020	[]	319	41	16	https://twitter.com/i/web/status/1336060379131244546	2.0	0.3887659448416135
6	Election Fraud protest live in AZ now..... 	Sunnyloves45 (Biden Cheated)	Mon Dec 07 23:28:04 +0000 2020	[]	2	1	0	https://twitter.com/i/web/status/1336090129413206018	0.0	0.3647294689382624
7	I believe Obama helped organize this election fraud	Rogan O’Handley 🇺🇸	Sun Dec 06 20:59:48 +0000 2020	[]	40520	6605	2088	https://twitter.com/i/web/status/1335690426645405698	2.0	0.34847736490644987
8	Next time, all these criminals will get into our country if Biden's fraud election wins.	Catherine 🇺🇸 ⭐️⭐️⭐️	Mon Dec 07 23:27:24 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336089959078522881	2.0	0.3399195300431428
9	The Trump Administration has lost 46 “fraud election” cases. 	🔥☄️ Micah the Heat Miser 🤬🧯	Mon Dec 07 23:27:35 +0000 2020	[]	1	1	1	https://twitter.com/i/web/status/1336090005752733696	2.0	0.33753726304335596
10	Your daily reminder that Biden stole the Election by Fraud!	👉FakeNews=Tyranny👈⭐️⭐️⭐️	Mon Dec 07 23:13:31 +0000 2020	[]	2	1	0	https://twitter.com/i/web/status/1336086465747542017	2.0	0.3287580591112591
11	What we see here is fraud perpetrated against the people of Pennsylvania, against the American people and the Electoral College process by politicians. Levin Calls for SCOTUS to Intercede in Election Fraud -- Pennsylvania 'Abandoned Its Constitution' https://t.co/hDb9tqqP3R	🍀underdog13🍀❌	Mon Dec 07 05:19:01 +0000 2020	[]	295	230	3	https://twitter.com/i/web/status/1335816061250363397	2.0	0.3280632121862004
12	I'm a Legislator in Pennsylvania, and I'm Suing the Governor for Election Fraud 	Jim Hoft	Sat Dec 05 17:13:53 +0000 2020	[]	50968	13331	1222	https://twitter.com/i/web/status/1335271187077795843	2.0	0.32473822469879776
13	Trump election fraud claims are hurting our state, says Georgia's top election official – video 	The Guardian	Mon Dec 07 22:55:59 +0000 2020	[]	96	22	23	https://twitter.com/i/web/status/1336082055785041922	2.0	0.3167024062643433
14	If there’s this much unemployment fraud how much election fraud do you think is possible in California?  California unemployment fraud during pandemic may total $2B, Bank of America says | KTLA https://t.co/9PMEbZaCMT	FIGHT LIKE A FLYNN	Mon Dec 07 23:18:02 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336087601669959680	0.0	0.31583298088925627
15	@Breaking911 He’s not the President-elect. Anyone that believes that is going along with the Election fraud.	Arkansas Groyper 🎄🎅🏻🍪	Mon Dec 07 22:35:18 +0000 2020	[]	38	2	2	https://twitter.com/i/web/status/1336076850355900421	2.0	0.31407806371384966
16	Great summary of election fraud and irregularities. 	Mark Dice	Sun Dec 06 02:35:04 +0000 2020	[]	1702	522	74	https://twitter.com/i/web/status/1335412410446802947	0.0	0.3118641079115544
17	Trump election fraud claims are hurting our state, says Georgia official – video 	Guardian news	Mon Dec 07 22:59:09 +0000 2020	[]	28	7	3	https://twitter.com/i/web/status/1336082849309609985	2.0	0.30983754306111416
18	How can Joe Biden govern a nation when 6/10 Americans think there was election fraud?	Nick Adams	Sun Dec 06 00:02:36 +0000 2020	[]	993	202	84	https://twitter.com/i/web/status/1335374041981575169	0.0	0.30793840958370566
19	I’m old enough to remember watching the election fraud happen on election night live.....	Red Viper Kraken Gal	Mon Dec 07 22:38:37 +0000 2020	[]	26	6	0	https://twitter.com/i/web/status/1336077682099040261	0.0	0.30661362122299146
