	Tweet	Username	Date	Hashtags	Likes	Retweets	Replies	Url	Score
QUERY	joe biden won elections
6	The Michigan House committee looking into alleged vote fraud in the 2020 election is threatening Dominion Voting Systems with a subpoena to appear and testify. https://t.co/rSr7v2CXF6	Breitbart News	Mon Dec 07 22:52:17 +0000 2020	[]	1218	313	77	https://twitter.com/i/web/status/1336081121818316800	0.9145348818501536
7	@realDonaldTrump He’s hiding FRAUD!!! In Georgia  2,056 felons illegally voted 66,248 under 18 voted  2,423 weren’t registered 1,043 used a PO Box to register 10,315 died before the election 395 voted in 2 states 15,700 moved out of GA 40,279 changed county &amp; didn’t re-register to vote.	Marilyn Alvarez	Mon Dec 07 15:50:58 +0000 2020	[]	295	30	457	https://twitter.com/i/web/status/1335975094624129030	0.914100487038395
8	So, you count 1 million votes &amp; discover 1/2 are fraudulent. The normal thing to do is weed out the frauds &amp; count the VALID votes. Right?? At least that’s what people with a brain capacity above ants do. In GA the Gov says “yep, every time we count we still get same # of votes”.	Release the Kraken - KTee2019	Mon Dec 07 23:17:37 +0000 2020	[]	2	1	0	https://twitter.com/i/web/status/1336087499874193411	0.9129618331468947
9	"@Jamierodr14 @GaSecofState @LLinWood PATRIOTS: OVERTURN Georgia FRAUD ""In 2016 u had only 199,356 mail-in votes. This time u had 1.3M In 2016 u had a 6.4% rejection rate. This time u had a two-tenths of a percent rejection rate. In other words 0.2%...@realDonaldTrump Wins Big 70K+ w signature check alone! #Truth RT!"	Americas Heroes	Mon Dec 07 17:10:42 +0000 2020	['Truth']	20	15	0	https://twitter.com/i/web/status/1335995162451988481	0.9124781899076415
10	3 Part Video from OAN of not so fun facts about the 2020 election &amp; why it is not over VOTE FRAUD 2020 This is only the tried &amp; true classic forms of Vote fraud This doesn’t even account for hi-tech Vote fraud l, algorithms, flash drives ect Tip of the iceberg #TrumpWon2020 https://t.co/IFDfdbIfqu	Italia19🇺🇸🇮🇹🇺🇸	Mon Dec 07 02:13:30 +0000 2020	['TrumpWon2020']	169	165	8	https://twitter.com/i/web/status/1335769370711240705	0.9122367321404392
11	FYI: the Georgia vote-counting fraud video was NEVER debunked. The Democrats still have not given an adequate answer as to why, after Republican poll-watchers were kicked out and told that counting for the night had ended—it resumed, absent oversight.   https://t.co/Dv0HNpBn8z	Candace Owens	Mon Dec 07 17:50:47 +0000 2020	[]	15830	4399	456	https://twitter.com/i/web/status/1336005247328727043	0.9121058449587556
12	An admission of election fraud by Ruby Freeman, DemocRAT vote counter who said, “I know for a fact that Georgia voted for Trump by the largest numbers and if we didn’t do what we did, he would have won Georgia.” Read it below.. https://t.co/K3kg9vVEdW	John Filipovic	Sat Dec 05 06:42:30 +0000 2020	[]	1880	1589	299	https://twitter.com/i/web/status/1335112292367622144	0.9085228694966265
13	Georgia Election Fraud Facts:  2,056 felons illegally voted 66,248 UNDER 18 VOTED 2,423 weren’t registered 4,926 voted past reg. date 10,315 DIED BEFORE THE ELECTION 15,700 moved out of state 40,279 changed county &amp; never re-registered  Georgia R legislators, what say you? RT	President-elect Kip Herriage	Fri Dec 04 11:46:32 +0000 2020	[]	14979	5250	177	https://twitter.com/i/web/status/1334826418434420736	0.9074796435062689
14	@PhoenixRisingU @SecPompeo  Massive Voter Fraud in both Venezuela &amp; U.S. using Smartmatic &amp; Dominion voting machines w/parts MadeInChina.Maduro&amp;Biden  both just elected using SM DominionVotingSystems. former SM pres.,Lord Brown, rcvd top position at OSF by George Soros.	Fight4FreedomUSA	Mon Dec 07 21:43:45 +0000 2020	[]	3	2	0	https://twitter.com/i/web/status/1336063875876352001	0.9073465052380504
15	@cmccbyfaith @Champgal88 @GovKemp Anyone who can’t see the blatant corruption and fraud in our voting process is either.. getting paid by the criminals , is a criminal, or complete moron with IQ of 2..WE THE PEOPLE ARE GOING TO CHANGE THIS CROOKED OPERATIONS NOW NOT LATER.. ITS DESTROYING AMERICA🇺🇸KEMP IS CORRUPT https://t.co/e6eYu8uVVr	☀️jp🇺🇸🦅❤️TRUMP❤️ OneNationUnderGOD ✝️ 🙏🏻✝️	Mon Dec 07 05:26:37 +0000 2020	[]	102	80	4	https://twitter.com/i/web/status/1335817972502458369	0.9066598423553087
16	THE SLAVES OF VENEZUELA HAVE RESORTED TO DOMINION ELECTION FRAUD PROTESTS BY NOT VOTING!  IS THAT WHERE WE’RE HEADED, AMERICA!  Venezuelan Pollster: Socialists Threatened Starvation and 81% Didn‘t Vote  #Trump2020 #CountAllLegalVotes  https://t.co/e7UymEbiMY	Oliteheart for Patriot-Outfitters	Mon Dec 07 20:11:38 +0000 2020	['Trump2020', 'CountAllLegalVotes']	31	46	2	https://twitter.com/i/web/status/1336040695518261248	0.9032958592153534
17	“It is indefensible for lawyers to falsely proclaim widespread voting fraud, submit a pattern of frivolous court claims and actively seek to undermine citizens’ faith in our election’s integrity,” https://t.co/vJVUGVbCyk.   https://t.co/McIgnWJkDz	Harry Litman	Mon Dec 07 18:04:50 +0000 2020	[]	641	184	24	https://twitter.com/i/web/status/1336008783407955968	0.9032569164006735
18	Key battleground states show massive election fraud, voting irregularities totally erase Biden’s lead - https://t.co/ow4EBq8U9v #OANN https://t.co/RYagaUaE3I	One America News	Mon Dec 07 15:44:46 +0000 2020	['OANN']	12999	4212	311	https://twitter.com/i/web/status/1335973533088772097	0.900931326143839
19	"@RudyGiuliani PATRIOTS: OVERTURN Georgia FRAUD ""In 2016 u had only 199,356 mail-in votes. This time u had 1.3M In 2016 u had a 6.4% rejection rate. This time u had a two-tenths of a percent rejection rate. In other words 0.2%...@realDonaldTrump Wins Big 70K+ w signature check alone! #Truth RT!"	Americas Heroes	Mon Dec 07 18:40:55 +0000 2020	['Truth']	8	5	0	https://twitter.com/i/web/status/1336017863560269824	0.8992394716939203
QUERY	i voted
0	VOTE THEM all OUT! 	ONN	Mon Dec 07 21:52:37 +0000 2020	[]	4	3	0	https://twitter.com/i/web/status/1336066108428783617	1.0000000000000002
1	And here’s the voting stats:  	LabourLordsUK	Mon Dec 07 23:25:11 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336089402444046339	0.9585233496541725
2	More votes please	Fernando Gros	Mon Dec 07 20:49:59 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336050343780683779	0.939982958441215
3	Vote our very own, Sam Dunphy!!! 	PantherAD	Mon Dec 07 22:23:09 +0000 2020	[]	3	2	0	https://twitter.com/i/web/status/1336073791907237891	0.9387770479193264
4	2 hrs. left to vote 🚨 NOW, VOTE ! 	ᴮᴱ sugar ⟭⟬⁷	Mon Dec 07 00:16:53 +0000 2020	[]	271	121	1	https://twitter.com/i/web/status/1335740026139787264	0.9320893582909234
5	@tracybeanz Here are the votes that ran through.... 	❌ WakeUP2017 ❌	Mon Dec 07 20:41:16 +0000 2020	[]	4	3	0	https://twitter.com/i/web/status/1336048152231731204	0.9304291712408049
6	Save your votes 🙂 don’t use all votes at once!!!!!! @BLACKPINK	BLACKPINK Billboard 👑	Mon Dec 07 14:30:34 +0000 2020	[]	313	77	2	https://twitter.com/i/web/status/1335954860705939456	0.929808799475966
7	None of those votes should count.	BadMotivater 🇺🇸	Mon Dec 07 23:07:00 +0000 2020	[]	2	3	1	https://twitter.com/i/web/status/1336084826559016960	0.9264137699909164
8	We show that votes were cast by and counted from individuals who voted more than once and in the names of individuals who are no longer alive. 5/15	David Shafer	Fri Dec 04 23:06:20 +0000 2020	[]	3986	837	19	https://twitter.com/i/web/status/1334997496733556739	0.9167328907184978
9	We show that votes were cast by and counted from individuals who were not registered to vote, individuals who registered to vote after the deadline and individuals who registered but were not old enough to vote. 3/15	David Shafer	Fri Dec 04 23:03:48 +0000 2020	[]	4886	1140	31	https://twitter.com/i/web/status/1334996859279044608	0.9157403126453312
10	💥Count only LEGAL VOTES💥	Renata4Trump🇺🇸🇮🇹⭐⭐⭐	Mon Dec 07 15:21:02 +0000 2020	[]	43	40	1	https://twitter.com/i/web/status/1335967561406672896	0.9100201746265478
11	📸 @stonebwoyb votes at Ashaiman. #ElectionCommandCentre 	#ElectionCommandCentre	Mon Dec 07 16:49:20 +0000 2020	['ElectionCommandCentre']	1677	62	7	https://twitter.com/i/web/status/1335989783680720901	0.9092480532625788
12	Votee! Thank you!	Femii.	Mon Dec 07 23:17:28 +0000 2020	[]	0	1	0	https://twitter.com/i/web/status/1336087461697646594	0.9068789776775973
13	Votes from Ashanti Region should count as double 😔	Mr Prεssdεnt🇬🇭	Mon Dec 07 10:09:32 +0000 2020	[]	1459	56	16	https://twitter.com/i/web/status/1335889171291000834	0.9041706015450567
14	This is what you voted for when you voted for when you vote democrat!!🤬🤬🤬Why even elect representatives when they aren’t working for our interests? #VoteThemAllOut #PatriotParty https://t.co/5f59GbclmL	Mobycat6969	Sun Dec 06 14:04:35 +0000 2020	['VoteThemAllOut', 'PatriotParty']	358	356	34	https://twitter.com/i/web/status/1335585936218988545	0.9034733582395148
15	@washingtonpost Yes it it, When you remove all fraudulent votes, dead votes, moved votes, double votes, ilegal aileins votes. Trump wins!!!!	Marianne McFee	Mon Dec 07 23:46:48 +0000 2020	[]	0	1	0	https://twitter.com/i/web/status/1336094842766635009	0.9033315017742304
16	We show that votes were cast by and counted from convicted felons ineligible to register or vote, including inmates in correctional facilities. 4/15	David Shafer	Fri Dec 04 23:04:39 +0000 2020	[]	4165	921	24	https://twitter.com/i/web/status/1334997069325594630	0.9017088141078929
17	⚠️AHGASES⚠️ Vote now on Mubat app!  While you’re at it, collect votes for this voting, for regular music show voting ( on button store ) and STREAM @GOT7Official videos there to be nominated!!!! https://t.co/LKz5Vic5DY	Emms®	Mon Dec 07 22:05:50 +0000 2020	[]	4	4	0	https://twitter.com/i/web/status/1336069432712572936	0.8980909474281222
18	Count ALL Legal Votes! #FightForTrump	Jenna Ellis	Sun Dec 06 17:56:07 +0000 2020	['FightForTrump']	72983	10649	1938	https://twitter.com/i/web/status/1335644201330102275	0.8970184273284962
19	To the people of Ga. I know you don’t have anyone to vote for.  But you do have people to vote against. Vote against the democrats. You can primary Perdue at the first opportunity.	JD	Mon Dec 07 23:30:09 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336090650698244096	0.8946519368220172
QUERY	georgia votes
0	RT if you think they should audit the signatures on votes in Georgia.	Ian Miles Cheong	Sun Dec 06 14:02:19 +0000 2020	[]	35194	14588	404	https://twitter.com/i/web/status/1335585362878496772	0.9543933917671931
1	Georgia lawsuit alleges 87,000 illegal votes 	The Election Wizard	Sun Dec 06 17:24:28 +0000 2020	[]	1335	378	17	https://twitter.com/i/web/status/1335636238464933893	0.9425202547530266
2	@StevieWonder Georgia Votes @ossoff and @ReverendWarnock 🍑 #DemCast #DemCastGA🍑 	NicoleBlu🦋 Turn GA Blue 🦋	Mon Dec 07 23:16:16 +0000 2020	['DemCast', 'DemCastGA']	1	1	0	https://twitter.com/i/web/status/1336087157858050054	0.9395339102634231
3	For the 10-thousandth time: absentee signatures in Georgia were matched BEFORE any votes were counted. Paper applications: signatures matched TWICE (once with the application, again on the ballot envelope). If they applied online, license or state ID number &amp; DOB were required.	Brendan Keefe	Mon Dec 07 17:19:34 +0000 2020	[]	1100	307	81	https://twitter.com/i/web/status/1335997390411673601	0.9357749578189295
4	Right now Georgia is determined by about 23k votes.	Steve Deace	Mon Dec 07 13:07:03 +0000 2020	[]	357	112	20	https://twitter.com/i/web/status/1335933845024206849	0.9331761784212169
5	"Georgia ""recounted"" the fraudulent votes. We need an AUDIT -- check each and every ballot."	Ava Armstrong, Author	Mon Dec 07 22:46:18 +0000 2020	[]	34	19	2	https://twitter.com/i/web/status/1336079615950000133	0.9330995541025912
6	The President who has complained loudly about absentee by mail votes is urging Georgia Republicans to vote absentee by mail https://t.co/zprCqJguiR	Jamie Dupree	Sun Dec 06 03:20:15 +0000 2020	[]	367	101	73	https://twitter.com/i/web/status/1335423783805579265	0.9322414775396598
7	Georgia must get out and vote! 	Demetrye Isoldi	Mon Dec 07 16:53:04 +0000 2020	[]	2	1	0	https://twitter.com/i/web/status/1335990721120231440	0.9304665285540861
8	Georgia @GaSecofState certifies without signature match.  Re-counting illegal votes doesn't change an incorrect result. No matter how many times they are counted.  Nor does the flawed recount process answer varied statistical anomalies &amp; obvious questions raised.	Jeff Carlson	Mon Dec 07 19:30:30 +0000 2020	[]	2379	850	83	https://twitter.com/i/web/status/1336030342315089920	0.9300026602712029
9	@LindseyGrahamSC Georgia votes are certified! You can stop the BS Lindsey!🇺🇸	Angela Mauney PhD	Mon Dec 07 23:22:11 +0000 2020	[]	3	1	0	https://twitter.com/i/web/status/1336088646865350662	0.9293909415572835
10	@LindseyGrahamSC If there were problems with vote-counting machines, Georgia's hand recount would have found them. There’s no evidence of widespread voter fraud, coordinated or isolated, and the Trump campaign has repeatedly seen their claims tossed out of court for a lack of evidence. https://t.co/Jzp3YI3gci	ERIC JEM🌊🌊🌊🌊🌊	Mon Dec 07 19:39:14 +0000 2020	[]	27	2	29	https://twitter.com/i/web/status/1336032538083680257	0.9278682160610934
11	🤬🤬🤬#Georgia adjudicated 106K ballots. Poll 'panels' decided who got the vote when a ballot was ambiguous. Did Ruby Freeman perform this task? Is that what was in the suitcases? Unclear votes? Something created the spikes and it wasn't legal.	Maj Lawrence, USAF, PhD	Mon Dec 07 21:39:09 +0000 2020	['Georgia']	3	4	0	https://twitter.com/i/web/status/1336062719271854083	0.9251305120947013
12	Georgia closing polling locations again trying to suppress votes.	DeMarcus	Mon Dec 07 23:04:53 +0000 2020	[]	51	32	4	https://twitter.com/i/web/status/1336084294125584384	0.9186094502062738
13	"GEORGIA🚨  Biden received 98% of a 23,487 vote batch in Georgia at 12:18AM.  There are 9 witness affidavits from recount workers which testify to an unusual batch with ""pristine sheets, no creases, different texture, perfect bubbles, all for Biden.""🔻     https://t.co/eFn4zkyrIZ"	Kanekoa	Thu Dec 03 22:08:02 +0000 2020	[]	3997	2014	48	https://twitter.com/i/web/status/1334620436487761921	0.917452745760329
14	Trump in Georgia: 'Get out and vote.' 	Byron York	Mon Dec 07 13:32:52 +0000 2020	[]	169	38	6	https://twitter.com/i/web/status/1335940342563155970	0.9143311777303516
15	"@marceelias ""Georgia has re-certified Joe Biden the winner by 11,784 votes."" "	NotATweeter16	Mon Dec 07 19:10:47 +0000 2020	[]	157	14	2	https://twitter.com/i/web/status/1336025378503143428	0.9138469381562668
16	Fraud fraud. Audit the middle of the night votes. Stop suit case voting.  The Georgia Vote-Counting Video Was Not 'Debunked.' Not Even Close https://t.co/hn7zX7Y16r	Janie Johnson - 80 million votes 4 Lemonade Stands	Mon Dec 07 15:01:19 +0000 2020	[]	62	35	9	https://twitter.com/i/web/status/1335962600048189442	0.9129334523238107
17	Breaking: Georgia has been re-certified again after second recount &amp; Biden wins state by 11,784 votes	Ari Berman	Mon Dec 07 19:03:33 +0000 2020	[]	3009	423	37	https://twitter.com/i/web/status/1336023558078799879	0.911541860027408
18	🗳Expert identifies 200,000 net votes hi-jacked from Trump 2 Biden in #Georgia b4 suitcases full of fraud got dumped in2 the numbers in the dark of night.   🗳@realDonaldTrump won Georgia by hundreds of thousands of votes!!!  🗳A republican run state 🤬  https://t.co/bstQHrwDvE	🇺🇸❤️1776 American Ca'tia ❤️🇮🇹	Mon Dec 07 21:58:41 +0000 2020	['Georgia']	97	80	4	https://twitter.com/i/web/status/1336067633976840192	0.9095791826184847
19	ATTENTION GEORGIA DEMOCRATS VOTING BY MAIL IN BALLOT:Do NOT MAIL your Ballot. Put it in an OFFICIAL BALLOT BOX or take it directly to your elections office and HAND it to them.Also, ask for the website to check that your ballot was COUNTED! Support @Ossoff &amp; @ReverendWarnock	MJ SEIDE	Mon Dec 07 23:23:59 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336089100097556484	0.9092584115280327
QUERY	trump team
0	Trump legal team has it all, we mean ALL OF IT!	🇺🇸𝕿𝖗𝖚𝖙𝖍 𝖍𝖆𝖘 𝖓𝖔 𝖆𝖌𝖊𝖓𝖉𝖆🇺🇸	Mon Dec 07 15:04:38 +0000 2020	[]	13	3	0	https://twitter.com/i/web/status/1335963433171357703	0.9649242564611329
1	"Trump team has some ""cards up their sleeve"". "	Trust B New's 17⭐️⭐️⭐ 🇺🇸 🙏	Mon Dec 07 23:10:40 +0000 2020	[]	4	1	0	https://twitter.com/i/web/status/1336085748282511362	0.9642485453015277
2	Pags is ON! Joe diGenova from Trump's Legal Team and more! - 	Joe Pags Pagliarulo	Mon Dec 07 23:06:18 +0000 2020	[]	89	33	1	https://twitter.com/i/web/status/1336084648460423182	0.9463996894119334
3	Trump legal team in court 	Zack Bornstein	Fri Dec 04 18:10:26 +0000 2020	[]	15232	2848	857	https://twitter.com/i/web/status/1334923027960659968	0.9415712676336552
4	Bob Bauer: Trump legal team is 'embarrassing themselves' @MSNBC 	Andrea Mitchell	Mon Dec 07 19:41:46 +0000 2020	[]	674	99	38	https://twitter.com/i/web/status/1336033177547182080	0.9362026955955245
5	There's a sense developing within Trump's legal team and what remains of his campaign staff that their efforts to overturn or delay the results of the election are coming to an end. https://t.co/w25h88Gtxp	Kyle Griffin	Mon Dec 07 21:30:00 +0000 2020	[]	1803	222	185	https://twitter.com/i/web/status/1336060414229061632	0.9309013933093665
6	Joe Biden has a Coronavirus team. Donald Trump’s team has coronavirus. That’s the tweet	Irishrygirl	Mon Nov 23 13:02:34 +0000 2020	[]	176301	25424	797	https://twitter.com/i/web/status/1330859285069377537	0.9302691773469792
7	Damn proud to have been on the team that defeated Donald Trump	Sara Pearl	Fri Nov 06 14:03:40 +0000 2020	[]	677	22	37	https://twitter.com/i/web/status/1324714066527588359	0.9249857978175994
8	Live look at Trump's legal team releasing the Kraken 	The Daily Show	Mon Dec 07 17:20:02 +0000 2020	[]	3426	307	99	https://twitter.com/i/web/status/1335997508028346371	0.9161655157015703
9	From @kaitlancollins: There is a sense developing within Trump's legal team/campaign staff that court efforts to overturn or delay the results of the election are coming to an end.  Today is 1 day before Electoral College safe harbor date and after about 40+ losses in court.	Katelyn Polantz	Mon Dec 07 17:14:15 +0000 2020	[]	271	56	38	https://twitter.com/i/web/status/1335996054714654729	0.9131523372764095
10	"So Trump's ""legal team"" is finally getting this sense, eh? Geniuses. Damn geniuses."	Elizabeth de la Vega	Mon Dec 07 23:42:09 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336093670152540164	0.9121879750389893
11	The Trump administration rejected requests from Biden’s transition team to meet with officials at the National Security Agency, the Defense Intelligence Agency, and other intelligence agencies.    Sedition. Ho, hum.	Duty To Inform	Mon Dec 07 22:07:55 +0000 2020	[]	18	12	3	https://twitter.com/i/web/status/1336069958372126723	0.907897763593225
12	Great discussion with @cvpayne about the Trump Legal Team’s momentum moving forward this week for #ElectionIntegrity after the state hearings! Here’s what’s next!  I also appreciated his last question... don’t miss that! 😊 https://t.co/7UMAeUIb1V	Jenna Ellis	Mon Dec 07 21:18:01 +0000 2020	['ElectionIntegrity']	15522	3735	1156	https://twitter.com/i/web/status/1336057398075805698	0.9051312959472277
13	By reputation and work product, he is qualified to be part of the “Trump Legal Team.”  That same resume makes him such an embarrassment to Texas.	Tommy Wise	Mon Dec 07 23:34:03 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336091632702255105	0.902918516273184
14	Trump lawyer sees path to victory through Supreme Court Biden team should be getting 'nervous' Trump lawyer sees path to victory through Supreme Court https://t.co/5HF8CxH5Hg	The Pork Chop Express.	Mon Dec 07 23:45:10 +0000 2020	[]	0	1	0	https://twitter.com/i/web/status/1336094430386765824	0.9014978868742849
15	The quiet member of Trump's 'elite strike force' legal team is also a monster 	THE BADGER!	Mon Dec 07 23:18:43 +0000 2020	[]	0	1	0	https://twitter.com/i/web/status/1336087773128888322	0.9007346146929979
16	Some personal news: I’m teaming up again with @CarolLeonnig to write a book about President Trump’s final year in office. We’ll pick up where we left off with “A Very Stable Genius.” I’m thrilled to be working again with the great Ann Godoff and the all-stars at @penguinpress!	Philip Rucker	Mon Dec 07 12:35:25 +0000 2020	[]	4109	252	238	https://twitter.com/i/web/status/1335925883161423872	0.8998823117792066
17	Trump’s legal team is closing in on the Atlanta Thrashers record for losses in Georgia. @rayferrarotsn	Gord Miller	Mon Dec 07 15:31:05 +0000 2020	[]	1627	146	49	https://twitter.com/i/web/status/1335970090664275968	0.8989583096475906
18	Trump team moves forward with election challenges  @SundayFutures @FoxNews @AlanDersh	Maria Bartiromo	Sun Dec 06 17:12:21 +0000 2020	[]	1787	320	87	https://twitter.com/i/web/status/1335633187532402691	0.8963938732042361
19	These 1,500+ attorneys argue Trump's legal team must face sanctions for 'historic abuse' 	#TuckFrump	Mon Dec 07 19:57:54 +0000 2020	[]	457	124	13	https://twitter.com/i/web/status/1336037237977395204	0.893855106955928
QUERY	biden team
0	Biden’s team flag 	🇺🇸🧡Sammy Bosko #StopTheSteal🧡🇺🇸	Mon Dec 07 22:45:11 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336079334654668800	0.9780918285805265
1	Biden team responds - Yes Sir!	NC Boomer 🌹	Mon Dec 07 21:48:53 +0000 2020	[]	1	2	1	https://twitter.com/i/web/status/1336065167570952195	0.9368542142065724
2	Per Biden-Harris transition, Dr. Fauci will be attending Biden’s event tomorrow where he will formally announce his health team.	United for the People 💛🥁	Mon Dec 07 21:23:42 +0000 2020	[]	316	35	10	https://twitter.com/i/web/status/1336058831814594560	0.9344968238747522
3	President-elect Joe Biden announces key nominations and appointments of his health team, a slate of experts and public officials who will lead his administration's response to the coronavirus pandemic. https://t.co/8SGL2VszeJ https://t.co/q44wLcdg8O	ABC News	Mon Dec 07 16:44:04 +0000 2020	[]	157	26	32	https://twitter.com/i/web/status/1335988457307566083	0.9287859595876172
4	We are so excited to celebrate the recent announcements from the President-elect Biden transition team. Appointing true public health experts to the new health team will bring us one step closer to a safer, more healthy world. A thread:	Coalition to Stop Gun Violence	Mon Dec 07 19:43:09 +0000 2020	[]	9	4	1	https://twitter.com/i/web/status/1336033527389941768	0.9251266383908128
5	Biden's team says he'll announce his pick for defense secretary by the end of the week.	Kaitlan Collins	Mon Dec 07 22:52:47 +0000 2020	[]	1206	63	36	https://twitter.com/i/web/status/1336081250059227142	0.9249357360874038
6	Biden foreign policy team moment	Second City Bureaucrat	Mon Dec 07 19:10:52 +0000 2020	[]	506	51	16	https://twitter.com/i/web/status/1336025400816885760	0.9209889633168854
7	They didn't delay the Biden transition team to hurt Biden Per say, it was more to cover up the badshit they did they needed the time	WeThePeople🇺🇸🇺🇸	Mon Dec 07 23:27:56 +0000 2020	[]	10	3	1	https://twitter.com/i/web/status/1336090095275819010	0.919235534688974
8	Biden transition team confirms just now that the President-elect will announce his “nominee for Secretary of Defense and members of his economic and domestic cabinet before the end of this week.”	Hugo Lowell	Mon Dec 07 23:08:34 +0000 2020	[]	25	18	1	https://twitter.com/i/web/status/1336085222237089792	0.9189369345013603
9	Biden unveils health team with Becerra, Murthy, Walensky in top roles 	CatholicHealthAssoc	Mon Dec 07 22:05:35 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336069368447426565	0.9162145079066991
10	Biden's team is considering @RepDebHaaland for Secretary of the Interior — the cabinet position that oversees public land and tribal relations. Rep. Haaland is the right woman for the job. Write @Transition46 and urge them to #AppointDeb: https://t.co/thcBybwuyD https://t.co/xq2i1TE00H	Lakota Law Project	Wed Dec 02 23:08:59 +0000 2020	['AppointDeb']	111	49	5	https://twitter.com/i/web/status/1334273384092323840	0.9149460013092287
11	@CREWcrew @realDonaldTrump's administration is intentionally being obstructive to the Biden-Harris transition team. Recently appointed Trump loyalist Kash Patel blocking access to key defense issues.https://t.co/QVyPxf6fpr	Silvija Vecrumba	Mon Dec 07 22:39:48 +0000 2020	[]	1	1	0	https://twitter.com/i/web/status/1336077980343394305	0.9146035058934243
12	Thank you President Biden for NOT picking “Dr. Birx” to join your health team. 👏🏻👏🏻	Broke Boy	Mon Dec 07 21:30:52 +0000 2020	[]	314	26	13	https://twitter.com/i/web/status/1336060631623979008	0.9108343901250985
13	Biden and Harris will introduce the first seven members of their health team tomorrow afternoon at an event in Delaware, transition says. Those picks, again, are: https://t.co/KKmq9DGKbt	Jennifer Epstein	Mon Dec 07 17:03:08 +0000 2020	[]	237	68	10	https://twitter.com/i/web/status/1335993254479876100	0.9082014264273955
14	Biden announces health team to tackle the coronavirus pandemic @jeffzeleny reports 	The Lead CNN	Mon Dec 07 22:44:35 +0000 2020	[]	237	37	15	https://twitter.com/i/web/status/1336079183513079808	0.9078417584166029
15	President-elect Biden has announced key members of his health team, including his intent to nominate California Attorney General Xavier Becerra as Secretary of Health and Human Services and Dr. Rochelle Walensky as the director of the CDC. https://t.co/nopf8zQhKg	NPR Politics	Mon Dec 07 23:25:05 +0000 2020	[]	4	1	1	https://twitter.com/i/web/status/1336089376972005376	0.9064269946005226
16	NEWS: Here’s the readout of today’s @CAPAC meeting with the Biden transition team on AAPI Cabinet representation, with a statement from @RepJudyChu: https://t.co/jbXlt2Qg2Z	Andrew Peng	Mon Dec 07 23:17:12 +0000 2020	[]	0	2	1	https://twitter.com/i/web/status/1336087392646656000	0.9061899503678414
17	Biden nominated these people, and more, for his health team: ▪︎ CA AG Xavier Becerra as HHS secretary ▪︎ Dr. Vivek Murthy as surgeon general ▪︎ Dr. Rochelle Walensky as CDC director ▪︎ Dr. Marcella Nunez-Smith as Covid-19 equity task force chair https://t.co/7DliYdTEgr	CNN	Mon Dec 07 15:11:40 +0000 2020	[]	1301	210	120	https://twitter.com/i/web/status/1335965206615379975	0.9053849063932988
18	Joe Biden has a Coronavirus team. Donald Trump’s team has coronavirus. That’s the tweet	Irishrygirl	Mon Nov 23 13:02:34 +0000 2020	[]	176301	25424	797	https://twitter.com/i/web/status/1330859285069377537	0.903245170486968
19	Agreed. @RWalensky is a tremendous pick to lead @CDCgov.   There’s a theme to Biden’s health team: experience, diligence, and a commitment to the science. What a relief after four long years.	Sheldon Whitehouse	Mon Dec 07 21:49:11 +0000 2020	[]	252	31	7	https://twitter.com/i/web/status/1336065242489630722	0.8983386408438137
